country_id,question,std_dev
77,v2caassemb,0.0
78,v2caassemb,0.4629100498862757
79,v2caassemb,0.8944271909999159
80,v2caassemb,1.5954480704349312
81,v2caassemb,0.0
82,v2caassemb,0.4216370213557839
83,v2caassemb,1.1146408580454255
84,v2caassemb,0.46880723093849525
85,v2caassemb,0.8864052604279183
86,v2caassemb,0.7559289460184544
87,v2caassemb,0.6859943405700353
88,v2caassemb,1.2043875831929896
89,v2caassemb,1.5406577730392867
90,v2caassemb,0.9374368665610923
91,v2caassemb,0.36313651960128157
92,v2caassemb,0.7559289460184545
93,v2caassemb,0.5773502691896257
94,v2caassemb,0.806225774829855
95,v2caassemb,0.7559289460184544
96,v2caassemb,0.0
97,v2caassemb,0.7977240352174656
98,v2caassemb,1.3333333333333333
99,v2caassemb,0.9002541398626664
100,v2caassemb,1.262842524557225
101,v2caassemb,0.6629935441317958
102,v2caassemb,0.42163702135578396
103,v2caassemb,1.3887301496588271
104,v2caassemb,0.7888106377466154
105,v2caassemb,0.4629100498862757
106,v2caassemb,0.38924947208076144
107,v2caassemb,0.0
108,v2caassemb,1.0966377611066325
109,v2caassemb,0.8864052604279182
110,v2caassemb,0.9574271077563381
111,v2caassemb,0.5163977794943222
112,v2caassemb,1.1952286093343936
113,v2caassemb,0.8528028654224418
114,v2caassemb,0.5773502691896257
115,v2caassemb,0.38924947208076155
116,v2caassemb,1.07496769977314
117,v2caassemb,0.6191391873668902
118,v2caassemb,0.5096471914376255
119,v2caassemb,0.9258200997725514
120,v2caassemb,0.8432740427115678
121,v2caassemb,1.3662601021279464
122,v2caassemb,0.4629100498862757
123,v2caassemb,0.5345224838248488
124,v2caassemb,1.3814835257889049
125,v2caassemb,1.1547005383792515
126,v2caassemb,0.4216370213557839
127,v2caassemb,0.8432740427115678
128,v2caassemb,0.7888106377466154
129,v2caassemb,1.044465935734187
130,v2caassemb,0.46291004988627577
131,v2caassemb,0.0
132,v2caassemb,1.1677484162422844
133,v2caassemb,0.4923659639173309
134,v2caassemb,0.8432740427115678
135,v2caassemb,0.5773502691896257
136,v2caassemb,0.46291004988627577
138,v2caassemb,0.7888106377466155
139,v2caassemb,0.6030226891555273
140,v2caassemb,1.0749676997731399
144,v2caassemb,0.0
146,v2caassemb,1.0690449676496976
147,v2caassemb,0.0
148,v2caassemb,0.0
150,v2caassemb,1.1318329168362207
152,v2caassemb,0.5113099925649135
153,v2caassemb,0.7177405625652734
154,v2caassemb,0.421637021355784
155,v2caassemb,0.5163977794943222
156,v2caassemb,0.5345224838248488
157,v2caassemb,0.0
158,v2caassemb,0.36313651960128146
160,v2caassemb,0.6629935441317959
161,v2caassemb,0.0
162,v2caassemb,0.45773770821706344
163,v2caassemb,0.3892494720807615
164,v2caassemb,0.5135525910130955
166,v2caassemb,0.5163977794943222
167,v2caassemb,0.4923659639173309
168,v2caassemb,0.0
169,v2caassemb,0.4923659639173309
171,v2caassemb,0.4629100498862757
173,v2caassemb,0.36313651960128157
174,v2caassemb,0.38924947208076144
176,v2caassemb,0.6709817063202619
177,v2caassemb,0.7888106377466155
178,v2caassemb,0.421637021355784
180,v2caassemb,0.9428090415820634
183,v2caassemb,0.38924947208076155
185,v2caassemb,0.0
186,v2caassemb,0.5163977794943222
187,v2caassemb,1.429840705968481
189,v2caassemb,0.5222329678670934
190,v2caassemb,0.6467616667635545
196,v2caassemb,0.5135525910130955
197,v2caassemb,0.7187952884282609
198,v2caassemb,0.8401680504168059
199,v2caassemb,0.4629100498862757
200,v2caassemb,0.9376144618769908
201,v2caassemb,0.0
202,v2caassemb,0.42163702135578385
203,v2caassemb,1.1146408580454255
206,v2caassemb,0.5163977794943223
207,v2caassemb,1.0327955589886444
210,v2caassemb,0.7677718959499144
236,v2caassemb,0.0
3,v2caautmob,1.3887301496588271
4,v2caautmob,1.2292725943057183
5,v2caautmob,0.0
6,v2caautmob,0.0
7,v2caautmob,0.46291004988627577
8,v2caautmob,0.4923659639173309
9,v2caautmob,0.5163977794943223
10,v2caautmob,0.9835244081556432
11,v2caautmob,1.2224996910042532
12,v2caautmob,1.2292725943057183
13,v2caautmob,1.2060453783110545
14,v2caautmob,1.7032612545052803
15,v2caautmob,0.5222329678670935
17,v2caautmob,0.7187952884282609
19,v2caautmob,0.7559289460184544
20,v2caautmob,1.1652874052533586
21,v2caautmob,1.0894095588038442
22,v2caautmob,1.3662601021279464
24,v2caautmob,1.4064216928154862
25,v2caautmob,1.6422453217986943
26,v2caautmob,1.1547005383792515
27,v2caautmob,1.0327955589886446
28,v2caautmob,1.5491933384829668
29,v2caautmob,1.4525460784051256
30,v2caautmob,0.7888106377466154
31,v2caautmob,1.3093073414159542
32,v2caautmob,0.4629100498862757
33,v2caautmob,1.2043875831929896
34,v2caautmob,1.4525460784051258
36,v2caautmob,1.164964745021435
37,v2caautmob,0.6666666666666666
38,v2caautmob,1.8005082797253325
39,v2caautmob,1.2311740225021848
40,v2caautmob,0.7977240352174656
41,v2caautmob,1.0690449676496976
42,v2caautmob,0.6629935441317959
43,v2caautmob,0.7974142996067924
44,v2caautmob,1.4525460784051258
45,v2caautmob,1.1087999050492516
46,v2caautmob,1.167320591199077
47,v2caautmob,0.7559289460184544
48,v2caautmob,0.5135525910130955
49,v2caautmob,0.5547001962252291
50,v2caautmob,1.292412345317728
51,v2caautmob,0.9233805168766387
52,v2caautmob,1.4375905768565218
53,v2caautmob,0.7559289460184544
54,v2caautmob,1.07496769977314
55,v2caautmob,1.1094003924504583
56,v2caautmob,0.5345224838248488
57,v2caautmob,0.0
58,v2caautmob,1.3234931004459767
59,v2caautmob,1.027105182026191
60,v2caautmob,1.2292725943057183
61,v2caautmob,0.0
62,v2caautmob,1.8786728732554485
63,v2caautmob,0.0
64,v2caautmob,0.7187952884282609
65,v2caautmob,0.5163977794943222
66,v2caautmob,1.3333333333333333
67,v2caautmob,0.0
68,v2caautmob,0.0
69,v2caautmob,0.3892494720807615
70,v2caautmob,0.0
71,v2caautmob,1.5491933384829668
72,v2caautmob,0.5345224838248488
73,v2caautmob,0.46291004988627577
74,v2caautmob,0.42163702135578396
75,v2caautmob,1.4064216928154862
76,v2caautmob,1.3333333333333333
77,v2caautmob,0.7888106377466155
78,v2caautmob,1.3887301496588271
79,v2caautmob,0.7559289460184544
80,v2caautmob,1.8090680674665818
81,v2caautmob,0.5163977794943223
82,v2caautmob,0.4216370213557839
83,v2caautmob,0.9847319278346618
84,v2caautmob,1.0894095588038444
85,v2caautmob,1.3093073414159542
86,v2caautmob,1.3093073414159542
87,v2caautmob,0.32338083338177726
88,v2caautmob,0.46880723093849547
89,v2caautmob,0.4688072309384954
90,v2caautmob,1.6787441193290353
91,v2caautmob,0.5135525910130955
92,v2caautmob,0.36313651960128146
93,v2caautmob,1.7320508075688772
94,v2caautmob,1.0246950765959597
95,v2caautmob,1.851640199545103
96,v2caautmob,0.38924947208076155
97,v2caautmob,0.7977240352174656
98,v2caautmob,1.3984117975602022
99,v2caautmob,1.0602749674192766
100,v2caautmob,1.4104870379448817
101,v2caautmob,0.7559289460184544
102,v2caautmob,0.0
103,v2caautmob,1.7728105208558367
104,v2caautmob,1.3093073414159542
105,v2caautmob,1.3887301496588274
106,v2caautmob,1.044465935734187
107,v2caautmob,1.0749676997731399
108,v2caautmob,1.323493100445977
109,v2caautmob,1.5811388300841898
110,v2caautmob,1.0327955589886444
111,v2caautmob,1.5491933384829668
112,v2caautmob,0.8864052604279183
113,v2caautmob,0.937436866561092
114,v2caautmob,1.1547005383792515
115,v2caautmob,0.0
116,v2caautmob,1.429840705968481
117,v2caautmob,0.6831300510639732
118,v2caautmob,0.5096471914376256
119,v2caautmob,0.5163977794943223
120,v2caautmob,0.4216370213557839
121,v2caautmob,1.5491933384829668
122,v2caautmob,0.5345224838248488
123,v2caautmob,0.5345224838248488
124,v2caautmob,1.533929977694741
125,v2caautmob,0.0
126,v2caautmob,1.429840705968481
127,v2caautmob,0.5163977794943222
128,v2caautmob,0.7888106377466155
129,v2caautmob,1.1547005383792515
130,v2caautmob,0.8864052604279183
131,v2caautmob,0.5345224838248488
132,v2caautmob,1.1146408580454255
133,v2caautmob,1.4354811251305468
134,v2caautmob,1.0327955589886444
135,v2caautmob,0.0
136,v2caautmob,1.9086270308410553
138,v2caautmob,1.2292725943057183
139,v2caautmob,1.5
140,v2caautmob,1.1547005383792515
144,v2caautmob,1.5275252316519465
146,v2caautmob,1.6035674514745464
147,v2caautmob,0.0
148,v2caautmob,0.0
150,v2caautmob,0.9701425001453319
152,v2caautmob,0.42779263194649864
153,v2caautmob,1.403458930534474
154,v2caautmob,0.5163977794943222
155,v2caautmob,1.07496769977314
156,v2caautmob,0.0
157,v2caautmob,1.3601470508735443
158,v2caautmob,0.0
160,v2caautmob,1.4525460784051258
161,v2caautmob,1.0894095588038442
162,v2caautmob,0.42163702135578396
163,v2caautmob,0.5222329678670935
164,v2caautmob,0.3631365196012814
166,v2caautmob,0.0
167,v2caautmob,1.4525460784051258
168,v2caautmob,0.0
169,v2caautmob,0.3892494720807615
171,v2caautmob,0.5345224838248488
173,v2caautmob,0.3631365196012814
174,v2caautmob,0.38924947208076144
176,v2caautmob,0.9116846116771036
177,v2caautmob,0.5163977794943222
178,v2caautmob,0.4216370213557839
180,v2caautmob,1.3333333333333333
183,v2caautmob,1.1146408580454255
185,v2caautmob,0.4216370213557839
186,v2caautmob,0.0
187,v2caautmob,0.5163977794943222
189,v2caautmob,1.5275252316519468
190,v2caautmob,0.6859943405700354
196,v2caautmob,0.5135525910130955
197,v2caautmob,0.36313651960128146
198,v2caautmob,0.9002541398626663
199,v2caautmob,1.851640199545103
200,v2caautmob,0.5135525910130955
201,v2caautmob,1.07496769977314
202,v2caautmob,0.0
203,v2caautmob,0.42163702135578396
206,v2caautmob,0.0
207,v2caautmob,0.42163702135578396
210,v2caautmob,1.252366181526625
236,v2caautmob,1.5491933384829668
3,v2cacamps,0.4629100498862757
4,v2cacamps,1.1547005383792515
5,v2cacamps,1.3887301496588271
6,v2cacamps,0.5345224838248488
7,v2cacamps,1.6903085094570331
8,v2cacamps,1.0894095588038444
9,v2cacamps,0.7559289460184544
10,v2cacamps,0.32338083338177737
11,v2cacamps,0.8047478161629565
12,v2cacamps,0.5163977794943223
13,v2cacamps,1.0
14,v2cacamps,0.7559289460184544
15,v2cacamps,0.5222329678670934
17,v2cacamps,0.34156502553198664
19,v2cacamps,0.46291004988627565
20,v2cacamps,0.6805570473787206
21,v2cacamps,0.4688072309384954
22,v2cacamps,0.5163977794943223
24,v2cacamps,1.4064216928154862
25,v2cacamps,0.3892494720807615
26,v2cacamps,1.3984117975602022
27,v2cacamps,0.5163977794943223
28,v2cacamps,0.7888106377466155
29,v2cacamps,0.7559289460184545
30,v2cacamps,0.8432740427115678
31,v2cacamps,1.1649647450214349
32,v2cacamps,0.8864052604279183
33,v2cacamps,1.511857892036909
34,v2cacamps,0.7559289460184544
36,v2cacamps,0.4629100498862757
37,v2cacamps,0.5163977794943223
38,v2cacamps,1.1318329168362207
39,v2cacamps,0.9922778767136677
40,v2cacamps,0.7177405625652734
41,v2cacamps,1.8156825980064073
42,v2cacamps,0.6629935441317959
43,v2cacamps,1.1254628677422756
44,v2cacamps,1.0894095588038442
45,v2cacamps,1.1769797726729994
46,v2cacamps,1.3142574813455417
47,v2cacamps,1.0690449676496976
48,v2cacamps,0.7977240352174657
49,v2cacamps,1.027105182026191
50,v2cacamps,0.726273039202563
51,v2cacamps,0.7181848464596079
52,v2cacamps,1.3102162671355697
53,v2cacamps,0.8644378215075665
54,v2cacamps,0.7888106377466155
55,v2cacamps,0.4688072309384954
56,v2cacamps,1.164964745021435
57,v2cacamps,0.9847319278346618
58,v2cacamps,1.0226199851298274
59,v2cacamps,0.4923659639173309
60,v2cacamps,0.5163977794943222
61,v2cacamps,1.3093073414159542
62,v2cacamps,0.9835244081556431
63,v2cacamps,0.5163977794943222
64,v2cacamps,0.8944271909999159
65,v2cacamps,1.3662601021279464
66,v2cacamps,0.8432740427115678
67,v2cacamps,0.5163977794943222
68,v2cacamps,1.3259870882635918
69,v2cacamps,1.2060453783110545
70,v2cacamps,1.403458930534474
71,v2cacamps,0.4216370213557839
72,v2cacamps,1.1952286093343938
73,v2cacamps,0.8864052604279183
74,v2cacamps,0.6666666666666666
75,v2cacamps,0.7262730392025629
76,v2cacamps,0.42163702135578396
77,v2cacamps,0.5163977794943222
78,v2cacamps,0.46291004988627565
79,v2cacamps,0.7559289460184544
80,v2cacamps,1.1146408580454255
81,v2cacamps,1.0327955589886446
82,v2cacamps,0.7888106377466155
83,v2cacamps,1.1146408580454255
84,v2cacamps,0.6629935441317959
85,v2cacamps,1.3887301496588271
86,v2cacamps,0.7559289460184544
87,v2cacamps,0.9428090415820634
88,v2cacamps,0.5547001962252291
89,v2cacamps,1.2403473458920846
90,v2cacamps,1.0
91,v2cacamps,1.5118578920369088
92,v2cacamps,0.7262730392025629
93,v2cacamps,1.7320508075688772
94,v2cacamps,1.0878112581387147
95,v2cacamps,0.5345224838248488
96,v2cacamps,1.0
97,v2cacamps,0.7977240352174656
98,v2cacamps,0.8432740427115678
99,v2cacamps,0.0
100,v2cacamps,1.2172137016162359
101,v2cacamps,1.3259870882635918
102,v2cacamps,0.4216370213557839
103,v2cacamps,0.5345224838248488
104,v2cacamps,0.4216370213557839
105,v2cacamps,0.9258200997725515
106,v2cacamps,0.9847319278346619
107,v2cacamps,0.42163702135578385
108,v2cacamps,1.2833778958394957
109,v2cacamps,0.8864052604279183
110,v2cacamps,1.5491933384829668
111,v2cacamps,1.429840705968481
112,v2cacamps,1.1952286093343938
113,v2cacamps,0.7977240352174656
114,v2cacamps,0.0
115,v2cacamps,0.9847319278346618
116,v2cacamps,1.5491933384829668
117,v2cacamps,1.1254628677422756
118,v2cacamps,1.0771133460194244
119,v2cacamps,0.7559289460184544
120,v2cacamps,0.5163977794943222
121,v2cacamps,0.8944271909999159
122,v2cacamps,1.3887301496588271
123,v2cacamps,1.5118578920369088
124,v2cacamps,0.7047921864945658
125,v2cacamps,0.42163702135578385
126,v2cacamps,0.5163977794943223
127,v2cacamps,0.9428090415820634
128,v2cacamps,0.5163977794943222
129,v2cacamps,1.5569978883230458
130,v2cacamps,0.4629100498862757
131,v2cacamps,1.6035674514745464
132,v2cacamps,0.7177405625652734
133,v2cacamps,1.5954480704349316
134,v2cacamps,0.5163977794943223
135,v2cacamps,0.5773502691896257
136,v2cacamps,0.4629100498862757
138,v2cacamps,1.07496769977314
139,v2cacamps,1.092158622873225
140,v2cacamps,0.9374368665610919
144,v2cacamps,0.5222329678670934
146,v2cacamps,0.7559289460184544
147,v2cacamps,0.8944271909999159
148,v2cacamps,0.8864052604279183
150,v2cacamps,1.1991282236408358
152,v2cacamps,0.9701425001453319
153,v2cacamps,1.044465935734187
154,v2cacamps,0.8432740427115678
155,v2cacamps,1.07496769977314
156,v2cacamps,0.8864052604279183
157,v2cacamps,0.6191391873668902
158,v2cacamps,0.9607689228305228
160,v2cacamps,0.7262730392025628
161,v2cacamps,0.5547001962252291
162,v2cacamps,1.1338934190276817
163,v2cacamps,0.4923659639173309
164,v2cacamps,1.027105182026191
166,v2cacamps,0.5163977794943222
167,v2cacamps,0.49236596391733095
168,v2cacamps,0.5163977794943222
169,v2cacamps,1.4354811251305468
171,v2cacamps,0.8864052604279183
173,v2cacamps,1.027105182026191
174,v2cacamps,0.49236596391733095
176,v2cacamps,0.9211323729436767
177,v2cacamps,0.5163977794943223
178,v2cacamps,1.0749676997731399
180,v2cacamps,0.42163702135578396
183,v2cacamps,0.7784989441615231
185,v2cacamps,0.8432740427115678
186,v2cacamps,0.5163977794943223
187,v2cacamps,0.8432740427115677
189,v2cacamps,0.7977240352174656
190,v2cacamps,1.1991282236408358
196,v2cacamps,0.7262730392025629
197,v2cacamps,0.7844645405527362
198,v2cacamps,1.293523333527109
199,v2cacamps,1.5811388300841898
200,v2cacamps,0.5135525910130955
201,v2cacamps,0.5163977794943223
202,v2cacamps,0.5163977794943222
203,v2cacamps,1.3142574813455419
206,v2cacamps,0.8944271909999159
207,v2cacamps,1.0327955589886444
210,v2cacamps,0.8271701918685113
236,v2cacamps,0.5163977794943223
3,v2caconmob,0.6681531047810609
4,v2caconmob,1.5811388300841898
5,v2caconmob,1.3363062095621219
6,v2caconmob,0.6681531047810609
7,v2caconmob,1.1080065755348978
8,v2caconmob,0.7537783614444091
9,v2caconmob,0.6454972243679028
10,v2caconmob,0.8809902331182072
11,v2caconmob,1.1720180773462385
12,v2caconmob,1.0540925533894598
13,v2caconmob,1.3933010725567818
14,v2caconmob,0.6419407387663694
15,v2caconmob,0.9971550440218321
17,v2caconmob,0.8539125638299665
19,v2caconmob,0.6681531047810608
20,v2caconmob,0.512989176042577
21,v2caconmob,0.5860090386731193
22,v2caconmob,1.2909944487358056
24,v2caconmob,1.080547276884458
25,v2caconmob,0.9971550440218321
26,v2caconmob,0.5270462766947299
27,v2caconmob,0.6454972243679028
28,v2caconmob,1.0540925533894596
29,v2caconmob,1.080547276884458
30,v2caconmob,1.3437096247164249
31,v2caconmob,0.6454972243679028
32,v2caconmob,0.5786375623578447
33,v2caconmob,0.8287419301647448
34,v2caconmob,0.6419407387663694
36,v2caconmob,0.6681531047810609
37,v2caconmob,0.9860132971832694
38,v2caconmob,0.8084520834544433
39,v2caconmob,0.8211833566647329
40,v2caconmob,1.2309149097933274
41,v2caconmob,0.6933752452815364
42,v2caconmob,0.5860090386731193
43,v2caconmob,1.2668698587978304
44,v2caconmob,0.6419407387663694
45,v2caconmob,1.2741179785940637
46,v2caconmob,0.9805806756909202
47,v2caconmob,0.8287419301647447
48,v2caconmob,0.8287419301647448
49,v2caconmob,1.1423419168292193
50,v2caconmob,0.8287419301647448
51,v2caconmob,0.8211833566647329
52,v2caconmob,0.8539125638299665
53,v2caconmob,1.2838814775327387
54,v2caconmob,0.5270462766947299
55,v2caconmob,1.3867504905630728
56,v2caconmob,0.944911182523068
57,v2caconmob,1.2309149097933274
58,v2caconmob,1.0502100630210074
59,v2caconmob,1.3617619485048054
60,v2caconmob,0.5270462766947298
61,v2caconmob,0.5786375623578446
62,v2caconmob,0.8809902331182072
63,v2caconmob,1.2909944487358056
64,v2caconmob,1.0077822185373186
65,v2caconmob,1.2909944487358056
66,v2caconmob,1.2909944487358056
67,v2caconmob,1.2909944487358056
68,v2caconmob,1.4591507389988463
69,v2caconmob,1.6428218516819273
70,v2caconmob,0.6527912098338668
71,v2caconmob,1.1785113019775793
72,v2caconmob,1.1080065755348978
73,v2caconmob,1.1080065755348978
74,v2caconmob,0.5270462766947298
75,v2caconmob,1.080547276884458
76,v2caconmob,0.9860132971832694
77,v2caconmob,0.0
78,v2caconmob,0.5786375623578447
79,v2caconmob,0.6681531047810609
80,v2caconmob,0.9731236802019037
81,v2caconmob,1.9364916731037085
82,v2caconmob,0.8333333333333334
83,v2caconmob,1.0540925533894598
84,v2caconmob,0.8287419301647448
85,v2caconmob,1.1572751247156894
86,v2caconmob,0.6681531047810609
87,v2caconmob,1.2294055101945542
88,v2caconmob,0.4539206495016018
89,v2caconmob,0.5860090386731193
90,v2caconmob,1.2309149097933274
91,v2caconmob,0.5860090386731193
92,v2caconmob,1.4591507389988463
93,v2caconmob,0.0
94,v2caconmob,0.6454972243679029
95,v2caconmob,0.5786375623578447
96,v2caconmob,0.8971757032065917
97,v2caconmob,0.6154574548966637
98,v2caconmob,1.6666666666666665
99,v2caconmob,1.1253176748283331
100,v2caconmob,0.9811440659561262
101,v2caconmob,0.8287419301647448
102,v2caconmob,0.5270462766947299
103,v2caconmob,0.5786375623578446
104,v2caconmob,1.1785113019775793
105,v2caconmob,1.735912687073534
106,v2caconmob,0.6154574548966637
107,v2caconmob,0.9860132971832694
108,v2caconmob,1.010565104318054
109,v2caconmob,0.6681531047810609
110,v2caconmob,0.773923984208613
111,v2caconmob,0.6454972243679029
112,v2caconmob,1.4562059312767939
113,v2caconmob,0.8333333333333334
114,v2caconmob,0.0
115,v2caconmob,1.2309149097933274
116,v2caconmob,0.8333333333333334
117,v2caconmob,0.8539125638299665
118,v2caconmob,0.49346377121982676
119,v2caconmob,1.1080065755348978
120,v2caconmob,0.9860132971832694
121,v2caconmob,0.6454972243679028
122,v2caconmob,0.5786375623578446
123,v2caconmob,0.6454972243679028
124,v2caconmob,1.355815361366601
125,v2caconmob,1.0540925533894598
126,v2caconmob,0.0
127,v2caconmob,1.178511301977579
128,v2caconmob,1.536590742882148
129,v2caconmob,0.9971550440218321
130,v2caconmob,0.944911182523068
131,v2caconmob,0.5786375623578446
132,v2caconmob,1.1717960832013652
133,v2caconmob,1.0660035817780522
134,v2caconmob,0.8333333333333334
135,v2caconmob,1.4433756729740645
136,v2caconmob,1.1080065755348978
138,v2caconmob,0.6454972243679029
139,v2caconmob,1.4433756729740645
140,v2caconmob,1.536590742882148
144,v2caconmob,0.6154574548966636
146,v2caconmob,1.735912687073534
147,v2caconmob,1.118033988749895
148,v2caconmob,0.6681531047810609
150,v2caconmob,0.8574929257125442
152,v2caconmob,0.639137490706142
153,v2caconmob,0.7537783614444091
154,v2caconmob,1.0540925533894596
155,v2caconmob,0.5270462766947299
156,v2caconmob,0.944911182523068
157,v2caconmob,0.625
158,v2caconmob,0.5860090386731193
160,v2caconmob,0.944911182523068
161,v2caconmob,0.8287419301647448
162,v2caconmob,1.3437096247164249
163,v2caconmob,0.6527912098338668
164,v2caconmob,1.1423419168292193
166,v2caconmob,0.6454972243679028
167,v2caconmob,0.0
168,v2caconmob,0.0
169,v2caconmob,1.25
171,v2caconmob,1.4562059312767939
173,v2caconmob,0.6933752452815364
174,v2caconmob,0.9971550440218321
176,v2caconmob,1.0005409792118716
177,v2caconmob,0.6454972243679028
178,v2caconmob,1.0540925533894598
180,v2caconmob,1.0540925533894596
183,v2caconmob,0.6527912098338668
185,v2caconmob,1.0540925533894598
186,v2caconmob,0.6454972243679028
187,v2caconmob,1.536590742882148
189,v2caconmob,0.8971757032065918
190,v2caconmob,0.8809902331182072
196,v2caconmob,0.6419407387663694
197,v2caconmob,1.6574838603294897
198,v2caconmob,0.9479940983242018
199,v2caconmob,1.1080065755348978
200,v2caconmob,0.9971550440218321
201,v2caconmob,0.6454972243679028
202,v2caconmob,0.0
203,v2caconmob,0.4865618401009518
206,v2caconmob,1.2909944487358056
207,v2caconmob,0.0
210,v2caconmob,0.512989176042577
236,v2caconmob,1.2909944487358056
3,v2cacritic,0.8864052604279183
4,v2cacritic,1.0749676997731399
5,v2cacritic,0.4629100498862757
6,v2cacritic,0.7559289460184544
7,v2cacritic,0.8864052604279183
8,v2cacritic,0.7784989441615229
9,v2cacritic,0.8944271909999159
10,v2cacritic,1.5167905573187228
11,v2cacritic,0.9607689228305228
12,v2cacritic,1.07496769977314
13,v2cacritic,0.7177405625652734
14,v2cacritic,0.7262730392025629
15,v2cacritic,0.5222329678670934
17,v2cacritic,0.5163977794943223
19,v2cacritic,0.0
20,v2cacritic,1.1964860832322377
21,v2cacritic,1.027105182026191
22,v2cacritic,0.8944271909999159
24,v2cacritic,1.2224996910042532
25,v2cacritic,0.5222329678670935
26,v2cacritic,1.2292725943057183
27,v2cacritic,1.3662601021279464
28,v2cacritic,0.7888106377466155
29,v2cacritic,0.7559289460184544
30,v2cacritic,0.8432740427115679
31,v2cacritic,0.8864052604279183
32,v2cacritic,0.8864052604279182
33,v2cacritic,1.027105182026191
34,v2cacritic,1.027105182026191
36,v2cacritic,0.5345224838248488
37,v2cacritic,0.5163977794943222
38,v2cacritic,1.1318329168362207
39,v2cacritic,1.3018205875255096
40,v2cacritic,0.7784989441615229
41,v2cacritic,0.0
42,v2cacritic,0.7559289460184544
43,v2cacritic,0.6629935441317959
44,v2cacritic,0.7262730392025629
45,v2cacritic,0.8827348295047495
46,v2cacritic,1.3259870882635918
47,v2cacritic,0.7559289460184544
48,v2cacritic,0.7559289460184544
49,v2cacritic,1.1094003924504583
50,v2cacritic,0.7559289460184544
51,v2cacritic,0.7947194142390264
52,v2cacritic,0.8850612031567835
53,v2cacritic,0.7844645405527362
54,v2cacritic,0.0
55,v2cacritic,0.7784989441615229
56,v2cacritic,0.7559289460184544
57,v2cacritic,0.7177405625652734
58,v2cacritic,0.5829830881301374
59,v2cacritic,1.0271051820261912
60,v2cacritic,1.2292725943057181
61,v2cacritic,0.4629100498862757
62,v2cacritic,1.1318329168362207
63,v2cacritic,1.3662601021279464
64,v2cacritic,0.806225774829855
65,v2cacritic,1.5491933384829668
66,v2cacritic,0.4216370213557839
67,v2cacritic,0.0
68,v2cacritic,0.36313651960128146
69,v2cacritic,0.3892494720807615
70,v2cacritic,0.7784989441615229
71,v2cacritic,1.0327955589886444
72,v2cacritic,0.4629100498862757
73,v2cacritic,0.8864052604279183
74,v2cacritic,1.07496769977314
75,v2cacritic,0.5135525910130955
76,v2cacritic,0.6666666666666666
77,v2cacritic,0.5163977794943222
78,v2cacritic,0.8864052604279183
79,v2cacritic,1.3093073414159542
80,v2cacritic,1.1677484162422844
81,v2cacritic,1.0327955589886446
82,v2cacritic,0.5163977794943222
83,v2cacritic,1.3142574813455417
84,v2cacritic,0.9376144618769908
85,v2cacritic,0.8864052604279183
86,v2cacritic,0.7559289460184544
87,v2cacritic,0.7047921864945659
